"","sub_pid","client_property_id","account","actions_de","actions_en","costs","sqm","rental_units","year_construction","year_last_renovation","roof","windows","face_of_building","heating","main_type_of_use","vacancy_rate"
"1696","49_02","3187","5360","Heizkörper / WMZ","heating elements",88.5,2028,38,1971,1997,NA,NA,NA,"district heating","residential",3
"1697","49_02","3187","5410","Heizungsanlagen","heating system",3975.56,2028,38,1971,1997,NA,NA,NA,"district heating","residential",3
"1698","49_02","3187","5450","Dachdecker","slater",280,2028,38,1971,1997,NA,NA,NA,"district heating","residential",3
"1699","49_02","3187","5460","nicht umlegb. Reinigung","cleaning",192.13,2028,38,1971,1997,NA,NA,NA,"district heating","residential",3
"1700","49_02","3187","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",11399.21,2028,38,1971,1997,NA,NA,NA,"district heating","residential",3
"1701","49_02","3187","5600","Nicht umlegb. HM-Kosten","not addable costs",2767.35,2028,38,1971,1997,NA,NA,NA,"district heating","residential",3
"1702","49_02","3187","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",7085.8,2028,38,1971,1997,NA,NA,NA,"district heating","residential",3
"1703","49_02","3188","5200","Instandhaltungskosten","maintenance",223.07,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1704","49_02","3188","5201","Strom / Gas Leerstand","power/gas (vacancy)",2440.84,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1705","49_02","3188","5210","Schlosserarbeiten","locksmith",92.02,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1706","49_02","3188","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",347.02,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1707","49_02","3188","5240","Zimmererarb./Holzschutz","carpenter work",33.61,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1708","49_02","3188","5250","Sanitärinstallation","sanitary installation",4007.14,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1709","49_02","3188","5260","Zargen / Türen","doors",1217.63,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1710","49_02","3188","5270","Schlösser / Schlüssel","locks/keys",470.64,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1711","49_02","3188","5280","Malerarbeiten","painting and decorating",1105.74,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1712","49_02","3188","5290","Fußbodenarbeiten","floor",293.07,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1713","49_02","3188","5300","Fenster / Glaserarbeiten","windows",245.11,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1714","49_02","3188","5310","Elektroarbeiten","electrics",2042.05,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1715","49_02","3188","5330","Aufzüge","elevators",9107.03,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1716","49_02","3188","5340","Außenanlagen","outdoor facilities",1458.48,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1717","49_02","3188","5350","Klingeln","doorbells",2523.19,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1718","49_02","3188","5360","Heizkörper / WMZ","heating elements",96.83,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1719","49_02","3188","5380","Sonstiges","other",121.42,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1720","49_02","3188","5390","Sperrmüll-Inst.","bulky waste",256.1,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1721","49_02","3188","5400","Lüftungsanlagen","ventilation plants",1024.93,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1722","49_02","3188","5410","Heizungsanlagen","heating system",3197.55,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1723","49_02","3188","5420","Schädlingsbekämpfg.-Inst.","crop spraying",238.02,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1724","49_02","3188","5450","Dachdecker","slater",816.98,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1725","49_02","3188","5600","Nicht umlegb. HM-Kosten","not addable costs",3921.73,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1726","49_02","3188","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",14978.67,2920,43,1970,1997,NA,NA,NA,"district heating","residential",13
"1727","49_02","3189","5200","Instandhaltungskosten","maintenance",461.9,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1728","49_02","3189","5201","Strom / Gas Leerstand","power/gas (vacancy)",3473.82,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1729","49_02","3189","5205","Eigenleistungen Mieter","in-house effort tenant",270,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1730","49_02","3189","5210","Schlosserarbeiten","locksmith",156.1,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1731","49_02","3189","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",773.47,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1732","49_02","3189","5240","Zimmererarb./Holzschutz","carpenter work",120,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1733","49_02","3189","5250","Sanitärinstallation","sanitary installation",3893.06,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1734","49_02","3189","5255","Betonarbeiten","concrete work",63,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1735","49_02","3189","5260","Zargen / Türen","doors",1655.45,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1736","49_02","3189","5270","Schlösser / Schlüssel","locks/keys",489.23,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1737","49_02","3189","5280","Malerarbeiten","painting and decorating",3242.96,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1738","49_02","3189","5290","Fußbodenarbeiten","floor",153.57,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1739","49_02","3189","5300","Fenster / Glaserarbeiten","windows",389.62,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1740","49_02","3189","5310","Elektroarbeiten","electrics",1827.01,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1741","49_02","3189","5320","Feuerlöscher","fire-extinguisher",660.36,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1742","49_02","3189","5330","Aufzüge","elevators",4567.37,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1743","49_02","3189","5340","Außenanlagen","outdoor facilities",1283.41,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1744","49_02","3189","5350","Klingeln","doorbells",655.71,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1745","49_02","3189","5360","Heizkörper / WMZ","heating elements",42.5,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1746","49_02","3189","5380","Sonstiges","other",48,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1747","49_02","3189","5390","Sperrmüll-Inst.","bulky waste",516.51,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1748","49_02","3189","5400","Lüftungsanlagen","ventilation plants",2822.59,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1749","49_02","3189","5410","Heizungsanlagen","heating system",2479.24,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1750","49_02","3189","5420","Schädlingsbekämpfg.-Inst.","crop spraying",561.99,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1751","49_02","3189","5450","Dachdecker","slater",134.02,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1752","49_02","3189","5460","nicht umlegb. Reinigung","cleaning",895.48,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1753","49_02","3189","5495","Vandalismus","vandalism",28.99,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1754","49_02","3189","5600","Nicht umlegb. HM-Kosten","not addable costs",3946.49,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1755","49_02","3189","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",12790.36,2923,45,1972,1997,NA,NA,NA,"district heating","residential",24
"1756","49_02","3190","5200","Instandhaltungskosten","maintenance",1580.21,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1757","49_02","3190","5201","Strom / Gas Leerstand","power/gas (vacancy)",28971.81,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1758","49_02","3190","5210","Schlosserarbeiten","locksmith",50,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1759","49_02","3190","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",5875.44,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1760","49_02","3190","5240","Zimmererarb./Holzschutz","carpenter work",698.16,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1761","49_02","3190","5250","Sanitärinstallation","sanitary installation",8447.44,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1762","49_02","3190","5255","Betonarbeiten","concrete work",90,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1763","49_02","3190","5260","Zargen / Türen","doors",2178.19,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1764","49_02","3190","5270","Schlösser / Schlüssel","locks/keys",3210.96,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1765","49_02","3190","5280","Malerarbeiten","painting and decorating",2690.47,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1766","49_02","3190","5290","Fußbodenarbeiten","floor",4440.4,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1767","49_02","3190","5300","Fenster / Glaserarbeiten","windows",470.04,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1768","49_02","3190","5310","Elektroarbeiten","electrics",4557.55,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1769","49_02","3190","5320","Feuerlöscher","fire-extinguisher",50,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1770","49_02","3190","5330","Aufzüge","elevators",3561.05,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1771","49_02","3190","5340","Außenanlagen","outdoor facilities",9874.7,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1772","49_02","3190","5350","Klingeln","doorbells",1265.19,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1773","49_02","3190","5360","Heizkörper / WMZ","heating elements",453.83,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1774","49_02","3190","5380","Sonstiges","other",1817.14,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1775","49_02","3190","5390","Sperrmüll-Inst.","bulky waste",917.8,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1776","49_02","3190","5400","Lüftungsanlagen","ventilation plants",2230.72,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1777","49_02","3190","5410","Heizungsanlagen","heating system",10728.05,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1778","49_02","3190","5420","Schädlingsbekämpfg.-Inst.","crop spraying",360.28,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1779","49_02","3190","5440","Kabel-TV","cable tv",6295.99,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1780","49_02","3190","5450","Dachdecker","slater",484.96,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1781","49_02","3190","5460","nicht umlegb. Reinigung","cleaning",2098.22,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1782","49_02","3190","5480","Arbeitsmittel HM/Handw."," work equipment caretaker/builder",70,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1783","49_02","3190","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",116678.91,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1784","49_02","3190","5600","Nicht umlegb. HM-Kosten","not addable costs",7509.9,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1785","49_02","3190","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",28804.26,5541,99,1972,1998,NA,NA,NA,"district heating","residential",23
"1786","49_02","3191","5200","Instandhaltungskosten","maintenance",1009.93,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1787","49_02","3191","5201","Strom / Gas Leerstand","power/gas (vacancy)",1186.22,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1788","49_02","3191","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",986.05,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1789","49_02","3191","5250","Sanitärinstallation","sanitary installation",5662.99,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1790","49_02","3191","5260","Zargen / Türen","doors",842.79,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1791","49_02","3191","5270","Schlösser / Schlüssel","locks/keys",335.08,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1792","49_02","3191","5280","Malerarbeiten","painting and decorating",4225.18,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1793","49_02","3191","5290","Fußbodenarbeiten","floor",55,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1794","49_02","3191","5300","Fenster / Glaserarbeiten","windows",189.75,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1795","49_02","3191","5310","Elektroarbeiten","electrics",1440.05,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1796","49_02","3191","5340","Außenanlagen","outdoor facilities",700,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1797","49_02","3191","5350","Klingeln","doorbells",239.47,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1798","49_02","3191","5360","Heizkörper / WMZ","heating elements",34,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1799","49_02","3191","5380","Sonstiges","other",18,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1800","49_02","3191","5390","Sperrmüll-Inst.","bulky waste",40,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1801","49_02","3191","5400","Lüftungsanlagen","ventilation plants",94.95,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1802","49_02","3191","5410","Heizungsanlagen","heating system",4543.17,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1803","49_02","3191","5420","Schädlingsbekämpfg.-Inst.","crop spraying",163.15,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1804","49_02","3191","5450","Dachdecker","slater",347.77,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1805","49_02","3191","5460","nicht umlegb. Reinigung","cleaning",30,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1806","49_02","3191","5600","Nicht umlegb. HM-Kosten","not addable costs",2979.76,2174,31,1972,1994,NA,NA,NA,"district heating","residential",13
"1807","49_02","3192","5200","Instandhaltungskosten","maintenance",2089.13,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1808","49_02","3192","5201","Strom / Gas Leerstand","power/gas (vacancy)",19427.18,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1809","49_02","3192","5210","Schlosserarbeiten","locksmith",140,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1810","49_02","3192","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",3456.11,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1811","49_02","3192","5240","Zimmererarb./Holzschutz","carpenter work",486.33,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1812","49_02","3192","5250","Sanitärinstallation","sanitary installation",9402.16,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1813","49_02","3192","5260","Zargen / Türen","doors",2789.58,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1814","49_02","3192","5270","Schlösser / Schlüssel","locks/keys",1151.34,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1815","49_02","3192","5280","Malerarbeiten","painting and decorating",5458.73,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1816","49_02","3192","5290","Fußbodenarbeiten","floor",319.42,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1817","49_02","3192","5300","Fenster / Glaserarbeiten","windows",631.87,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1818","49_02","3192","5310","Elektroarbeiten","electrics",4847,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1819","49_02","3192","5320","Feuerlöscher","fire-extinguisher",150,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1820","49_02","3192","5340","Außenanlagen","outdoor facilities",2457.77,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1821","49_02","3192","5350","Klingeln","doorbells",1986.75,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1822","49_02","3192","5360","Heizkörper / WMZ","heating elements",2534.16,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1823","49_02","3192","5380","Sonstiges","other",18,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1824","49_02","3192","5390","Sperrmüll-Inst.","bulky waste",182,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1825","49_02","3192","5400","Lüftungsanlagen","ventilation plants",1206.21,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1826","49_02","3192","5410","Heizungsanlagen","heating system",11506.16,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1827","49_02","3192","5420","Schädlingsbekämpfg.-Inst.","crop spraying",949.89,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1828","49_02","3192","5460","nicht umlegb. Reinigung","cleaning",247.45,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1829","49_02","3192","5480","Arbeitsmittel HM/Handw."," work equipment caretaker/builder",128,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1830","49_02","3192","5500","Capex Aussen (Mod.ausserh.d.Wohnung)","modernization outside",3957.67,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1831","49_02","3192","5600","Nicht umlegb. HM-Kosten","not addable costs",14369.28,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1832","49_02","3192","5700","Capex Innen (Mod.innerh.d.Wohnung)","modernization apartment",59379.39,10520,152,1972,1994,NA,NA,NA,"district heating","residential",37
"1833","49_02","3193","5200","Instandhaltungskosten","maintenance",143.08,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1834","49_02","3193","5201","Strom / Gas Leerstand","power/gas (vacancy)",219.41,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1835","49_02","3193","5210","Schlosserarbeiten","locksmith",50,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1836","49_02","3193","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",2041.97,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1837","49_02","3193","5250","Sanitärinstallation","sanitary installation",2625.48,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1838","49_02","3193","5260","Zargen / Türen","doors",89.07,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1839","49_02","3193","5270","Schlösser / Schlüssel","locks/keys",155.87,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1840","49_02","3193","5280","Malerarbeiten","painting and decorating",765.41,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1841","49_02","3193","5290","Fußbodenarbeiten","floor",246.03,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1842","49_02","3193","5300","Fenster / Glaserarbeiten","windows",75.1,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1843","49_02","3193","5310","Elektroarbeiten","electrics",990.01,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1844","49_02","3193","5350","Klingeln","doorbells",173.1,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1845","49_02","3193","5360","Heizkörper / WMZ","heating elements",2038.65,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1846","49_02","3193","5390","Sperrmüll-Inst.","bulky waste",100,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1847","49_02","3193","5400","Lüftungsanlagen","ventilation plants",22.45,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1848","49_02","3193","5410","Heizungsanlagen","heating system",984.45,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1849","49_02","3193","5450","Dachdecker","slater",676.74,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1850","49_02","3193","5460","nicht umlegb. Reinigung","cleaning",119.82,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1851","49_02","3193","5600","Nicht umlegb. HM-Kosten","not addable costs",1881.6,1349,24,1974,1995,NA,NA,NA,"gas central","residential",4
"1852","49_02","3194","5200","Instandhaltungskosten","maintenance",1177.18,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1853","49_02","3194","5201","Strom / Gas Leerstand","power/gas (vacancy)",3023.46,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1854","49_02","3194","5210","Schlosserarbeiten","locksmith",314.96,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1855","49_02","3194","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",504.25,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1856","49_02","3194","5240","Zimmererarb./Holzschutz","carpenter work",353.01,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1857","49_02","3194","5250","Sanitärinstallation","sanitary installation",9734.41,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1858","49_02","3194","5260","Zargen / Türen","doors",1391.38,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1859","49_02","3194","5270","Schlösser / Schlüssel","locks/keys",512.91,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1860","49_02","3194","5280","Malerarbeiten","painting and decorating",1931.42,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1861","49_02","3194","5290","Fußbodenarbeiten","floor",614.04,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1862","49_02","3194","5300","Fenster / Glaserarbeiten","windows",832.42,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1863","49_02","3194","5310","Elektroarbeiten","electrics",5874.02,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1864","49_02","3194","5320","Feuerlöscher","fire-extinguisher",604.1,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1865","49_02","3194","5330","Aufzüge","elevators",4467.24,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1866","49_02","3194","5340","Außenanlagen","outdoor facilities",100,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1867","49_02","3194","5350","Klingeln","doorbells",877.9,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1868","49_02","3194","5360","Heizkörper / WMZ","heating elements",55.9,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1869","49_02","3194","5380","Sonstiges","other",2201.27,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1870","49_02","3194","5390","Sperrmüll-Inst.","bulky waste",283.6,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1871","49_02","3194","5400","Lüftungsanlagen","ventilation plants",1908.45,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1872","49_02","3194","5410","Heizungsanlagen","heating system",1542.73,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1873","49_02","3194","5420","Schädlingsbekämpfg.-Inst.","crop spraying",233.04,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1874","49_02","3194","5450","Dachdecker","slater",1738.89,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1875","49_02","3194","5460","nicht umlegb. Reinigung","cleaning",790.08,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1876","49_02","3194","5600","Nicht umlegb. HM-Kosten","not addable costs",4388.56,3240,88,1972,1992,NA,NA,NA,"district heating","residential",19
"1877","49_02","3195","5200","Instandhaltungskosten","maintenance",791.51,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1878","49_02","3195","5201","Strom / Gas Leerstand","power/gas (vacancy)",12928.59,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1879","49_02","3195","5210","Schlosserarbeiten","locksmith",48,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1880","49_02","3195","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",365,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1881","49_02","3195","5240","Zimmererarb./Holzschutz","carpenter work",94.2,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1882","49_02","3195","5250","Sanitärinstallation","sanitary installation",4652.31,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1883","49_02","3195","5260","Zargen / Türen","doors",1094.65,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1884","49_02","3195","5270","Schlösser / Schlüssel","locks/keys",443.99,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1885","49_02","3195","5280","Malerarbeiten","painting and decorating",140,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1886","49_02","3195","5300","Fenster / Glaserarbeiten","windows",504.68,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1887","49_02","3195","5310","Elektroarbeiten","electrics",2690.8,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1888","49_02","3195","5320","Feuerlöscher","fire-extinguisher",110,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1889","49_02","3195","5340","Außenanlagen","outdoor facilities",1108.6,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1890","49_02","3195","5350","Klingeln","doorbells",68.8,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1891","49_02","3195","5360","Heizkörper / WMZ","heating elements",753.21,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1892","49_02","3195","5380","Sonstiges","other",719.71,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1893","49_02","3195","5390","Sperrmüll-Inst.","bulky waste",413.6,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1894","49_02","3195","5400","Lüftungsanlagen","ventilation plants",1722.55,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1895","49_02","3195","5410","Heizungsanlagen","heating system",2092.21,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1896","49_02","3195","5460","nicht umlegb. Reinigung","cleaning",105,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1897","49_02","3195","5600","Nicht umlegb. HM-Kosten","not addable costs",6079.41,4439,73,1972,1992,NA,NA,NA,"district heating","residential",80
"1898","49_02","3196","5200","Instandhaltungskosten","maintenance",564.92,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1899","49_02","3196","5201","Strom / Gas Leerstand","power/gas (vacancy)",2215.63,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1900","49_02","3196","5210","Schlosserarbeiten","locksmith",600,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1901","49_02","3196","5220","Maurer, Putz, Fliesenarb.","brick layer, finary, tiles",932.02,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1902","49_02","3196","5240","Zimmererarb./Holzschutz","carpenter work",70.75,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1903","49_02","3196","5250","Sanitärinstallation","sanitary installation",5092.94,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1904","49_02","3196","5255","Betonarbeiten","concrete work",22.5,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
"1905","49_02","3196","5260","Zargen / Türen","doors",553.18,4217,71,1968,1995,NA,NA,NA,"district heating","residential",10
